Date,Open,High,Low,Close,Volume,News Title,News Summary
2024-02-28,29.5550,30.2600,29.0100,29.6900,15944825,,
2023-12-15,31.7500,32.3200,30.6650,31.2200,15138104,,
2024-08-27,24.1300,24.2600,23.4700,23.5300,3437538,,
2024-06-26,27.2500,28.1600,27.1400,27.6400,2832383,,
2024-06-03,30.0000,30.8400,28.7575,29.4600,9710510,,
2024-07-23,27.8600,28.8600,27.6200,28.3800,2091542,,
2024-04-02,25.7200,25.8500,25.1200,25.7600,4095667,,
2024-01-23,26.6500,26.9700,25.8500,26.4200,4796793,,
2024-11-29,37.7800,39.3270,37.0300,37.1800,5545150,,
2024-03-15,28.5600,29.3700,28.2100,28.9200,5230778,,
2024-10-11,26.0900,27.4750,26.0900,27.2400,5986279,,
2024-10-21,25.7100,26.1700,25.2100,25.5500,1853609,,
2024-09-13,23.1000,23.6100,22.6900,23.0000,4337404,,
2024-03-08,32.1000,34.2600,31.5200,31.7000,10157315,,
2024-01-11,28.1000,28.2900,26.1900,27.3600,10312775,,
2024-06-24,27.0000,28.1200,26.9800,27.7800,3672453,,
2024-10-03,22.6200,23.2000,22.6200,23.0300,1790289,,
2024-07-17,29.7500,30.3750,29.1550,29.8500,2956819,,
2024-07-01,28.6900,29.2400,28.6000,28.6100,2492074,,
2024-04-26,22.2900,22.8400,22.0850,22.8300,4153264,,
2024-02-23,26.2200,26.6200,25.6350,26.1500,5442096,,
2024-12-06,38.2900,40.6500,38.1300,40.5200,14028184,,
2024-09-05,19.1800,21.4000,18.8500,21.1200,25822409,"C3.ai Hits 'Bump In The Road': 5 Analysts Weigh Strong AI Demand Against Margin Pressures, Subscription Weakness","C3.ai  ( NYSE:AI )  - Although C3.Ai Inc AI shares are falling following the company's first-quarter financial results, analysts largely remain positive on the longer-term story, fueled by a continued rise in AI-related demand."
2024-10-24,24.8000,25.2200,24.6800,25.0000,1862198,,
2024-05-23,25.2800,25.5000,23.8500,23.9400,5803120,,
2024-08-02,24.5100,25.0500,24.0245,24.4300,4232517,,
2024-08-30,23.3900,23.5000,22.8700,23.3400,4583844,,
2024-01-16,25.6500,25.8400,24.8500,25.0600,6490732,,
2024-05-01,22.4500,23.5800,22.2846,22.6900,3364134,,
2024-04-03,25.5800,25.7050,25.2200,25.3300,3759436,,
2024-04-30,22.8400,23.0900,22.4800,22.5300,3899640,,
2024-03-19,28.2500,28.8000,27.7600,28.2900,3955208,,
2024-09-06,21.2300,22.2200,20.5305,21.3000,8753513,,
2024-09-26,24.6900,24.7500,23.9600,24.3700,2602149,,
2024-05-09,24.4300,24.7000,24.0800,24.3100,2112965,,
2024-01-10,28.2900,29.0800,27.6700,28.5400,7722163,,
2024-08-06,24.1900,24.2998,23.6126,23.9000,2286572,,
2024-03-26,28.0200,28.1499,27.0100,27.0600,4096449,,
2024-02-12,29.0000,31.5500,28.7000,31.1800,15340935,,
2024-11-11,28.0500,29.2900,27.9500,28.1900,5162810,,
2024-09-09,21.3400,22.1850,21.0100,21.3900,5080543,,
2024-01-22,25.4100,27.0200,25.1826,26.4400,9233900,,
2024-10-10,25.5000,26.3700,24.9696,26.2300,3897719,,
2024-03-22,28.2200,28.3900,27.4300,27.8200,3714311,,
2023-12-26,28.9000,29.8899,28.6585,29.4700,7758247,,
2024-04-01,27.0000,27.1000,26.0800,26.4000,4091321,,
2024-09-10,21.4500,21.6100,20.9800,21.5000,3294031,,
2024-09-25,23.1500,24.3800,23.1300,24.1600,4946655,,
2024-10-14,27.2400,27.7100,26.8206,27.5800,3522487,,
2024-02-01,24.9100,25.0700,23.8901,24.9500,4529583,,
2024-10-30,26.1600,27.1500,25.9050,25.9500,2198454,,
2024-07-29,27.9300,28.0500,27.1200,27.4000,1902277,,
2024-06-12,32.5500,33.1099,31.5500,31.6200,7660574,,
2024-01-12,27.2000,27.6200,26.1200,26.2100,5600819,,
2024-10-25,25.2500,26.0500,25.2400,25.2800,2222572,,
2024-06-27,27.5500,28.6600,27.3400,28.5500,3497241,,
2024-02-22,27.1000,27.1500,26.3850,26.6300,6195030,,
2024-01-31,25.3200,26.0850,24.7800,24.7800,5085655,,
2024-08-12,25.0000,25.0000,24.3800,24.6000,1671874,,
2024-10-23,25.2400,25.3650,24.2500,24.4200,2491961,,
2023-12-14,29.0000,31.7000,28.9999,31.4200,18492425,,
2024-02-05,24.7200,24.8100,23.7550,24.1200,4549639,,
2024-07-12,29.7700,30.3200,29.5200,29.6800,3390031,,
2024-04-25,21.5000,22.1900,21.3300,22.1600,3291782,,
2024-02-21,26.2500,26.4500,25.8400,26.1800,5358502,,
2024-12-02,38.0300,38.2100,36.0100,36.1900,5273643,,
2024-08-23,24.2400,24.6700,24.0900,24.5200,2459494,,
2024-05-10,24.5100,24.6500,23.6800,23.8900,3730624,,
2024-03-05,33.0000,33.5344,30.8900,31.2600,11402452,,
2024-07-30,27.5100,27.9300,25.9200,26.5900,3291311,,
2024-04-04,25.7900,26.0700,24.9200,25.0200,5869077,,
2024-11-19,27.4600,33.5000,27.3000,32.9600,27941881,,
2024-09-16,23.0000,23.4550,22.7410,23.2800,3706756,,
2024-03-28,27.1200,27.7497,27.0301,27.0700,3108461,,
2024-08-26,24.6000,24.7900,24.3100,24.3500,2068366,,
2024-02-07,25.7300,26.3050,25.1600,25.8300,6103311,,
2023-12-22,29.7000,29.9500,28.4200,28.7400,9799507,,
2023-12-29,30.1800,30.2000,28.5600,28.7100,10678891,,
2024-08-22,24.8500,24.8700,24.0300,24.1000,2417868,,
2024-05-16,26.6600,26.7300,25.8900,26.2000,3355943,,
2024-05-15,26.8000,26.8400,25.4100,26.5900,5457294,,
2024-07-22,28.1300,28.4900,27.7200,28.0500,2233595,,
2024-07-18,29.8800,30.0850,27.9500,28.2400,4088661,,
2024-07-08,29.9200,31.0250,29.8500,29.9000,3907902,,
2024-04-29,23.1300,23.5300,22.7300,23.1000,3511882,,
2024-06-28,28.7000,29.3300,28.5900,28.9600,4866415,,
2024-03-13,30.4000,30.9300,30.1400,30.3700,3936768,,
2024-03-06,32.8000,33.3296,31.8800,32.4600,9760590,,
2024-10-07,24.0500,24.3000,23.7800,24.1000,2248251,,
2024-10-01,24.2000,24.3000,22.4200,22.6000,3672813,,
2024-08-19,25.5500,25.8000,25.3800,25.6200,1821517,,
2024-09-18,23.2700,24.2500,23.2300,23.2700,3166615,"AI INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Announces an Investigation into C3.ai, Inc. and Encourages Investors to Contact the Firm!","C3.ai  ( NYSE:AI )  - NEW YORK, Sept. 18, 2024 ( GLOBE NEWSWIRE ) -- Attorney Advertising--Bronstein, Gewirtz & Grossman, LLC is investigating potential claims on behalf of purchasers of C3.ai, Inc. ( ""C3.ai"" or ""the Company"" ) AI. Investors who purchased C3.ai securities are encouraged to obtain additional ..."
2024-03-14,30.0000,30.3000,28.6600,29.1000,5751092,,
